Start_UTC,, Latitude, Longitude, GPS_Alt, qual_flag, amass_aer, AOD0355, AOD0380, AOD0452, AOD0470, AOD0501, AOD0520, AOD0530, AOD0532, AOD0550, AOD0606, AOD0620, AOD0660, AOD0675, AOD0700, AOD0781, AOD0865, AOD1020, AOD1040, AOD1064, AOD1236, AOD1250, AOD1559, AOD1627, AOD1650, UNCAOD0355, UNCAOD0380, UNCAOD0452, UNCAOD0470, UNCAOD0501, UNCAOD0520, UNCAOD0530, UNCAOD0532, UNCAOD0550, UNCAOD0606, UNCAOD0620, UNCAOD0660, UNCAOD0675, UNCAOD0700, UNCAOD0781, UNCAOD0865, UNCAOD1020, UNCAOD1040, UNCAOD1064, UNCAOD1236, UNCAOD1250, UNCAOD1559, UNCAOD1627, UNCAOD1650
45546,12:39:06,-15.2226915,5.2218915,1205.8,0,1.106,0.428,0.404,0.333,0.317,0.287,0.269,0.261,0.26,0.248,0.211,0.199,0.176,0.17,0.184,0.129,0.101,0.068,0.068,0.065,0.059,0.058,0.037,0.023,0.028,0.021,0.02,0.015,0.01,0.011,0.011,0.011,0.011,0.009,0.007,0.008,0.009,0.006,0.009,0.005,0.005,0.013,0.013,0.013,0.012,0.013,0.017,0.011,0.017
45547,12:39:07,-15.2234231,5.2226231,1203.9,0,1.106,0.432,0.406,0.335,0.318,0.291,0.272,0.263,0.262,0.25,0.213,0.201,0.178,0.173,0.185,0.131,0.102,0.067,0.067,0.066,0.059,0.059,0.035,0.02,0.028,0.022,0.02,0.015,0.01,0.011,0.012,0.011,0.011,0.009,0.008,0.008,0.009,0.006,0.009,0.004,0.005,0.017,0.015,0.013,0.012,0.013,0.014,0.017,0.012
45548,12:39:08,-15.2241438,5.2233438,1202.1,0,1.106,0.432,0.405,0.333,0.317,0.289,0.27,0.26,0.26,0.247,0.211,0.199,0.177,0.172,0.184,0.13,0.101,0.064,0.067,0.065,0.058,0.058,0.035,0.015,0.016,0.023,0.021,0.017,0.012,0.013,0.012,0.012,0.013,0.011,0.008,0.01,0.009,0.006,0.009,0.006,0.006,0.016,0.013,0.013,0.013,0.012,0.019,0.015,0.016
45549,12:39:09,-15.2254653,5.2246653,1198.6,0,1.106,0.429,0.405,0.332,0.317,0.288,0.269,0.26,0.26,0.248,0.21,0.199,0.177,0.171,0.183,0.129,0.1,0.064,0.067,0.065,0.058,0.058,0.036,0.015,0.014,0.021,0.02,0.015,0.011,0.011,0.011,0.011,0.011,0.009,0.007,0.007,0.009,0.005,0.009,0.004,0.005,0.015,0.014,0.013,0.012,0.014,0.012,0.01,0.018
45550,12:39:10,-15.2262975,5.2254975,1196.5,0,1.106,0.425,0.401,0.333,0.316,0.287,0.27,0.26,0.259,0.248,0.212,0.199,0.177,0.171,0.184,0.129,0.102,0.066,0.068,0.066,0.06,0.058,0.038,0.021,0.025,0.021,0.02,0.015,0.011,0.011,0.012,0.011,0.011,0.01,0.008,0.009,0.009,0.007,0.009,0.005,0.005,0.017,0.014,0.013,0.012,0.012,0.011,0.017,0.012
45551,12:39:11,-15.2270258,5.2262258,1194.7,0,1.106,0.426,0.401,0.331,0.315,0.287,0.268,0.26,0.26,0.247,0.21,0.199,0.176,0.171,0.183,0.13,0.101,0.066,0.068,0.067,0.06,0.059,0.038,0.02,0.019,0.021,0.02,0.015,0.01,0.011,0.011,0.011,0.011,0.009,0.007,0.008,0.008,0.006,0.009,0.004,0.005,0.017,0.013,0.013,0.012,0.012,0.015,0.017,0.013
45552,12:39:12,-15.2277575,5.2269575,1192.9,0,1.106,0.43,0.407,0.335,0.319,0.29,0.271,0.263,0.262,0.249,0.213,0.2,0.178,0.173,0.185,0.131,0.102,0.066,0.07,0.066,0.059,0.059,0.038,0.021,0.026,0.023,0.022,0.021,0.015,0.015,0.015,0.015,0.016,0.014,0.01,0.012,0.012,0.009,0.012,0.009,0.008,0.019,0.013,0.013,0.012,0.012,0.017,0.013,0.016
45553,12:39:13,-15.2284834,5.2276355,1191,0,1.106,0.43,0.407,0.335,0.319,0.29,0.271,0.263,0.262,0.249,0.213,0.2,0.178,0.173,0.185,0.131,0.102,0.066,0.07,0.066,0.059,0.059,0.038,0.021,0.026,0.023,0.022,0.021,0.015,0.015,0.015,0.015,0.016,0.014,0.01,0.012,0.012,0.009,0.012,0.009,0.008,0.019,0.013,0.013,0.012,0.012,0.017,0.013,0.016
45554,12:39:14,-15.2292089,5.2283089,1189.2,0,1.106,0.438,0.412,0.338,0.321,0.292,0.274,0.265,0.265,0.252,0.215,0.202,0.18,0.174,0.186,0.131,0.102,0.069,0.069,0.067,0.06,0.06,0.038,0.02,0.023,0.023,0.021,0.017,0.012,0.012,0.013,0.012,0.012,0.011,0.01,0.01,0.009,0.008,0.01,0.006,0.007,0.02,0.013,0.013,0.012,0.012,0.012,0.011,0.014
45555,12:39:15,-15.2299406,5.2290406,1187.1,0,1.106,0.438,0.413,0.34,0.323,0.294,0.275,0.267,0.266,0.252,0.215,0.204,0.181,0.176,0.186,0.134,0.102,0.066,0.069,0.066,0.06,0.059,0.037,0.017,0.018,0.022,0.021,0.015,0.011,0.012,0.011,0.012,0.012,0.01,0.008,0.009,0.009,0.006,0.009,0.004,0.005,0.015,0.013,0.013,0.013,0.013,0.012,0.019,0.013
45556,12:39:16,-15.2306694,5.2297694,1184.6,0,1.106,0.44,0.415,0.342,0.326,0.296,0.277,0.268,0.267,0.255,0.218,0.205,0.183,0.176,0.188,0.133,0.103,0.065,0.07,0.066,0.061,0.06,0.038,0.016,0.02,0.022,0.02,0.016,0.011,0.012,0.011,0.012,0.013,0.011,0.008,0.009,0.009,0.006,0.009,0.004,0.005,0.015,0.013,0.013,0.014,0.012,0.013,0.019,0.012
45557,12:39:17,-15.2313915,5.2304801,1182.8,0,1.106,0.441,0.414,0.342,0.324,0.296,0.276,0.268,0.267,0.255,0.217,0.204,0.181,0.176,0.189,0.133,0.104,0.071,0.07,0.068,0.06,0.061,0.037,0.021,0.032,0.025,0.024,0.019,0.015,0.014,0.015,0.014,0.015,0.015,0.012,0.012,0.012,0.01,0.013,0.011,0.011,0.021,0.013,0.014,0.012,0.013,0.019,0.012,0.019
45558,12:39:18,-15.2321231,5.2311231,1180.9,0,1.106,0.441,0.416,0.342,0.325,0.295,0.277,0.268,0.268,0.254,0.217,0.205,0.182,0.176,0.189,0.132,0.104,0.067,0.071,0.066,0.061,0.062,0.035,0.016,0.016,0.022,0.021,0.015,0.011,0.011,0.011,0.011,0.011,0.01,0.007,0.008,0.01,0.005,0.009,0.004,0.005,0.014,0.015,0.013,0.012,0.012,0.014,0.007,0.015
45559,12:39:19,-15.2328438,5.2318438,1179.1,0,1.106,0.438,0.414,0.341,0.323,0.294,0.274,0.266,0.266,0.253,0.216,0.203,0.182,0.175,0.188,0.133,0.103,0.067,0.069,0.067,0.061,0.06,0.038,0.019,0.025,0.021,0.02,0.015,0.01,0.011,0.011,0.011,0.011,0.01,0.008,0.008,0.008,0.006,0.009,0.005,0.005,0.018,0.013,0.013,0.012,0.012,0.014,0.012,0.012
45560,12:39:20,-15.2342497,5.2332497,1174.8,0,1.106,0.434,0.41,0.339,0.321,0.293,0.274,0.266,0.265,0.254,0.216,0.202,0.18,0.175,0.188,0.132,0.104,0.07,0.069,0.069,0.06,0.06,0.035,0.02,0.026,0.021,0.02,0.015,0.01,0.011,0.011,0.011,0.011,0.01,0.008,0.008,0.008,0.005,0.009,0.005,0.006,0.014,0.014,0.013,0.012,0.014,0.016,0.01,0.015
45561,12:39:21,-15.2351062,5.2340304,1172.5,0,1.106,0.437,0.411,0.34,0.323,0.295,0.275,0.267,0.266,0.253,0.216,0.203,0.18,0.176,0.189,0.133,0.104,0.069,0.071,0.068,0.063,0.061,0.038,0.02,0.026,0.021,0.021,0.015,0.01,0.011,0.011,0.011,0.011,0.009,0.007,0.007,0.008,0.006,0.009,0.006,0.006,0.013,0.013,0.014,0.012,0.012,0.011,0.017,0.014
45562,12:39:22,-15.2358297,5.2347297,1170.7,0,1.106,0.44,0.41,0.339,0.322,0.293,0.274,0.266,0.265,0.252,0.215,0.203,0.18,0.174,0.187,0.132,0.104,0.067,0.07,0.066,0.062,0.061,0.036,0.018,0.02,0.022,0.021,0.015,0.011,0.012,0.011,0.012,0.012,0.01,0.008,0.009,0.009,0.006,0.009,0.004,0.005,0.015,0.013,0.013,0.013,0.013,0.012,0.017,0.014
45563,12:39:23,-15.2365575,5.2354575,1168.9,0,1.107,0.437,0.414,0.341,0.324,0.295,0.275,0.267,0.267,0.254,0.216,0.205,0.181,0.175,0.188,0.133,0.103,0.068,0.07,0.068,0.06,0.062,0.036,0.017,0.019,0.021,0.02,0.015,0.011,0.011,0.012,0.011,0.012,0.01,0.008,0.009,0.009,0.008,0.009,0.006,0.006,0.017,0.013,0.013,0.013,0.013,0.019,0.019,0.019
45564,12:39:24,-15.2372834,5.2361834,1166.6,0,1.107,0.437,0.414,0.341,0.324,0.295,0.275,0.267,0.267,0.254,0.216,0.205,0.181,0.175,0.188,0.133,0.103,0.068,0.07,0.068,0.06,0.062,0.036,0.017,0.019,0.021,0.02,0.015,0.011,0.011,0.012,0.011,0.012,0.01,0.008,0.009,0.009,0.008,0.009,0.006,0.006,0.017,0.013,0.013,0.013,0.013,0.019,0.019,0.019
45565,12:39:25,-15.2380089,5.2369089,1164.2,0,1.107,0.439,0.416,0.342,0.324,0.296,0.276,0.269,0.268,0.255,0.217,0.205,0.182,0.176,0.189,0.134,0.105,0.068,0.071,0.068,0.06,0.061,0.037,0.019,0.021,0.022,0.02,0.016,0.011,0.011,0.012,0.011,0.012,0.01,0.009,0.009,0.009,0.007,0.009,0.005,0.006,0.018,0.013,0.013,0.012,0.012,0.012,0.009,0.012
45566,12:39:26,-15.2387371,5.2376075,1162.4,0,1.107,0.446,0.415,0.342,0.326,0.297,0.278,0.269,0.268,0.256,0.218,0.205,0.182,0.176,0.19,0.134,0.105,0.069,0.07,0.067,0.061,0.061,0.039,0.014,0.017,0.021,0.021,0.015,0.01,0.011,0.011,0.011,0.011,0.009,0.007,0.008,0.008,0.005,0.009,0.004,0.005,0.013,0.014,0.013,0.012,0.012,0.015,0.007,0.012
45567,12:39:27,-15.2394601,5.2382601,1160.6,0,1.107,0.437,0.414,0.34,0.323,0.295,0.275,0.267,0.266,0.253,0.217,0.204,0.182,0.176,0.188,0.133,0.103,0.069,0.07,0.068,0.061,0.06,0.036,0.021,0.021,0.024,0.021,0.017,0.013,0.013,0.013,0.012,0.013,0.012,0.011,0.011,0.01,0.009,0.01,0.007,0.007,0.02,0.013,0.013,0.012,0.012,0.013,0.014,0.016
45568,12:39:28,-15.2401915,5.2389915,1158.8,0,1.107,0.445,0.415,0.344,0.326,0.297,0.278,0.269,0.269,0.256,0.219,0.206,0.182,0.178,0.19,0.135,0.107,0.07,0.071,0.07,0.062,0.062,0.038,0.019,0.021,0.023,0.021,0.016,0.012,0.012,0.012,0.012,0.012,0.011,0.009,0.01,0.009,0.008,0.009,0.006,0.006,0.019,0.013,0.013,0.012,0.012,0.012,0.008,0.013
45569,12:39:29,-15.2409231,5.2397231,1157,0,1.107,0.445,0.42,0.345,0.33,0.3,0.281,0.272,0.271,0.259,0.221,0.208,0.185,0.179,0.192,0.137,0.106,0.07,0.072,0.07,0.063,0.062,0.036,0.018,0.021,0.023,0.024,0.016,0.012,0.013,0.013,0.013,0.012,0.011,0.01,0.01,0.01,0.007,0.011,0.007,0.007,0.015,0.016,0.013,0.012,0.014,0.012,0.007,0.02
45570,12:39:30,-15.2416438,5.2404438,1156.1,0,1.107,0.441,0.417,0.345,0.328,0.299,0.279,0.271,0.269,0.256,0.219,0.206,0.183,0.177,0.191,0.134,0.106,0.069,0.072,0.069,0.062,0.061,0.039,0.021,0.028,0.022,0.02,0.015,0.01,0.011,0.011,0.011,0.011,0.009,0.007,0.008,0.008,0.005,0.009,0.004,0.005,0.014,0.013,0.013,0.012,0.012,0.014,0.007,0.013
45571,12:39:31,-15.2430497,5.2417653,1152.6,0,1.107,0.441,0.416,0.343,0.325,0.297,0.277,0.269,0.268,0.256,0.218,0.206,0.183,0.177,0.19,0.135,0.105,0.068,0.071,0.067,0.061,0.062,0.041,0.021,0.023,0.023,0.023,0.017,0.012,0.013,0.013,0.014,0.013,0.011,0.009,0.009,0.011,0.006,0.009,0.005,0.005,0.013,0.013,0.013,0.012,0.012,0.019,0.008,0.025
45572,12:39:32,-15.2439062,5.2426062,1149.7,0,1.107,0.444,0.415,0.343,0.325,0.296,0.278,0.269,0.268,0.256,0.219,0.205,0.182,0.175,0.188,0.134,0.104,0.066,0.071,0.067,0.06,0.061,0.035,0.015,0.022,0.024,0.022,0.02,0.015,0.015,0.014,0.014,0.015,0.014,0.01,0.012,0.012,0.009,0.011,0.008,0.007,0.019,0.013,0.013,0.012,0.012,0.016,0.008,0.013
45573,12:39:33,-15.2446297,5.2433297,1147.7,0,1.107,0.441,0.416,0.344,0.327,0.298,0.278,0.27,0.269,0.256,0.218,0.207,0.183,0.178,0.19,0.135,0.104,0.066,0.069,0.067,0.059,0.06,0.034,0.017,0.019,0.022,0.021,0.016,0.011,0.011,0.012,0.012,0.012,0.011,0.007,0.007,0.008,0.005,0.009,0.005,0.006,0.013,0.013,0.013,0.012,0.012,0.011,0.019,0.014
45574,12:39:34,-15.2453575,5.2440575,1145.3,0,1.107,0.442,0.416,0.343,0.326,0.297,0.278,0.27,0.27,0.255,0.218,0.206,0.183,0.177,0.19,0.134,0.105,0.068,0.071,0.068,0.062,0.059,0.039,0.022,0.024,0.021,0.02,0.015,0.01,0.011,0.011,0.011,0.011,0.009,0.007,0.008,0.008,0.005,0.009,0.004,0.005,0.017,0.013,0.013,0.012,0.012,0.014,0.01,0.012
45575,12:39:35,-15.2460834,5.2447834,1142.6,0,1.107,0.442,0.416,0.343,0.326,0.297,0.278,0.27,0.27,0.255,0.218,0.206,0.183,0.177,0.19,0.134,0.105,0.068,0.071,0.068,0.062,0.059,0.039,0.022,0.024,0.021,0.02,0.015,0.01,0.011,0.011,0.011,0.011,0.009,0.007,0.008,0.008,0.005,0.009,0.004,0.005,0.017,0.013,0.013,0.012,0.012,0.014,0.01,0.012
45576,12:39:36,-15.2468089,5.2455089,1139.8,0,1.107,0.447,0.417,0.346,0.329,0.299,0.279,0.27,0.27,0.258,0.219,0.207,0.183,0.177,0.192,0.134,0.105,0.069,0.072,0.069,0.061,0.062,0.037,0.021,0.023,0.022,0.02,0.016,0.011,0.012,0.012,0.012,0.012,0.01,0.007,0.008,0.009,0.005,0.009,0.005,0.005,0.013,0.013,0.013,0.012,0.012,0.012,0.008,0.031
45577,12:39:37,-15.2475406,5.2462406,1137.4,0,1.107,0.443,0.419,0.345,0.328,0.298,0.279,0.27,0.27,0.257,0.219,0.207,0.184,0.178,0.191,0.134,0.104,0.067,0.071,0.066,0.059,0.059,0.036,0.017,0.02,0.021,0.021,0.015,0.01,0.011,0.011,0.011,0.011,0.009,0.007,0.007,0.008,0.005,0.009,0.005,0.005,0.013,0.013,0.014,0.012,0.012,0.013,0.016,0.017
45578,12:39:38,-15.2482694,5.2469694,1135.4,0,1.107,0.44,0.417,0.342,0.325,0.296,0.277,0.269,0.268,0.255,0.217,0.206,0.182,0.176,0.19,0.134,0.104,0.065,0.07,0.066,0.06,0.06,0.033,0.016,0.019,0.022,0.021,0.015,0.011,0.011,0.011,0.012,0.012,0.01,0.008,0.008,0.009,0.005,0.009,0.004,0.005,0.013,0.013,0.013,0.012,0.012,0.018,0.018,0.014
45579,12:39:39,-15.2489915,5.2476915,1132.7,0,1.107,0.435,0.411,0.339,0.322,0.294,0.274,0.266,0.266,0.252,0.215,0.203,0.18,0.174,0.187,0.131,0.103,0.068,0.069,0.067,0.059,0.06,0.036,0.021,0.024,0.021,0.021,0.015,0.011,0.012,0.012,0.011,0.012,0.01,0.008,0.009,0.01,0.009,0.01,0.006,0.005,0.018,0.013,0.013,0.012,0.012,0.016,0.017,0.015
45580,12:39:40,-15.2497231,5.2484231,1129.9,0,1.107,0.435,0.409,0.338,0.321,0.292,0.273,0.264,0.264,0.251,0.215,0.202,0.179,0.174,0.188,0.133,0.104,0.065,0.068,0.067,0.058,0.059,0.034,0.019,0.021,0.022,0.02,0.015,0.01,0.011,0.011,0.011,0.011,0.009,0.008,0.008,0.009,0.006,0.009,0.004,0.005,0.016,0.015,0.013,0.012,0.013,0.014,0.016,0.012
45581,12:39:41,-15.2504438,5.2491438,1128.1,0,1.107,0.436,0.411,0.339,0.323,0.294,0.274,0.266,0.265,0.252,0.215,0.203,0.18,0.175,0.188,0.132,0.103,0.065,0.068,0.065,0.06,0.06,0.034,0.015,0.021,0.022,0.021,0.015,0.011,0.011,0.011,0.012,0.012,0.01,0.008,0.008,0.008,0.005,0.009,0.004,0.005,0.015,0.014,0.015,0.013,0.012,0.018,0.013,0.021
45582,12:39:42,-15.2518497,5.2505497,1123.8,0,1.107,0.439,0.414,0.339,0.324,0.294,0.276,0.267,0.265,0.254,0.216,0.203,0.18,0.174,0.188,0.133,0.103,0.067,0.069,0.066,0.06,0.059,0.034,0.015,0.018,0.023,0.022,0.021,0.015,0.015,0.015,0.015,0.016,0.014,0.01,0.013,0.012,0.01,0.012,0.01,0.008,0.019,0.013,0.013,0.012,0.012,0.017,0.013,0.016
45583,12:39:43,-15.2527062,5.2514062,1121.5,0,1.107,0.439,0.411,0.34,0.323,0.295,0.274,0.267,0.267,0.253,0.216,0.203,0.18,0.174,0.188,0.133,0.103,0.066,0.07,0.067,0.06,0.059,0.038,0.019,0.021,0.023,0.021,0.018,0.013,0.013,0.014,0.014,0.014,0.012,0.009,0.009,0.01,0.008,0.01,0.007,0.009,0.014,0.014,0.013,0.014,0.014,0.016,0.01,0.012
45584,12:39:44,-15.2534297,5.2521297,1119.7,0,1.107,0.44,0.415,0.341,0.324,0.296,0.276,0.268,0.267,0.254,0.216,0.204,0.181,0.176,0.189,0.132,0.104,0.069,0.07,0.068,0.06,0.061,0.037,0.024,0.029,0.021,0.021,0.015,0.011,0.011,0.012,0.011,0.011,0.01,0.008,0.009,0.01,0.008,0.009,0.005,0.005,0.018,0.014,0.013,0.012,0.012,0.013,0.017,0.013
45585,12:39:45,-15.2541575,5.2528575,1117.9,0,1.107,0.439,0.418,0.342,0.325,0.296,0.277,0.268,0.268,0.254,0.217,0.205,0.182,0.175,0.189,0.134,0.103,0.067,0.069,0.067,0.06,0.061,0.032,0.018,0.019,0.022,0.021,0.015,0.011,0.012,0.011,0.012,0.012,0.01,0.008,0.009,0.009,0.006,0.009,0.004,0.005,0.015,0.013,0.013,0.013,0.012,0.012,0.019,0.013
45586,12:39:46,-15.2548834,5.2535834,1115.6,0,1.107,0.439,0.418,0.342,0.325,0.296,0.277,0.268,0.268,0.254,0.217,0.205,0.182,0.175,0.189,0.134,0.103,0.067,0.069,0.067,0.06,0.061,0.032,0.018,0.019,0.022,0.021,0.015,0.011,0.012,0.011,0.012,0.012,0.01,0.008,0.009,0.009,0.006,0.009,0.004,0.005,0.015,0.013,0.013,0.013,0.012,0.012,0.019,0.013
45587,12:39:47,-15.2556089,5.2543089,1113.2,0,1.107,0.436,0.413,0.341,0.324,0.295,0.276,0.267,0.266,0.253,0.216,0.203,0.181,0.175,0.188,0.134,0.103,0.067,0.071,0.068,0.061,0.06,0.037,0.022,0.02,0.023,0.022,0.021,0.015,0.015,0.015,0.015,0.016,0.014,0.01,0.012,0.012,0.009,0.012,0.009,0.008,0.019,0.013,0.013,0.012,0.013,0.017,0.012,0.015
45588,12:39:48,-15.2563371,5.2550668,1111.4,0,1.107,0.434,0.408,0.337,0.321,0.292,0.272,0.265,0.264,0.251,0.214,0.202,0.179,0.174,0.187,0.132,0.103,0.066,0.069,0.066,0.059,0.06,0.035,0.018,0.024,0.022,0.021,0.016,0.011,0.012,0.012,0.011,0.012,0.01,0.009,0.009,0.009,0.007,0.009,0.005,0.006,0.019,0.013,0.013,0.012,0.012,0.013,0.007,0.012
45589,12:39:49,-15.2570601,5.2558601,1109.4,0,1.107,0.439,0.412,0.339,0.323,0.293,0.274,0.267,0.266,0.253,0.216,0.203,0.18,0.175,0.189,0.133,0.103,0.068,0.069,0.067,0.059,0.059,0.035,0.019,0.021,0.021,0.02,0.015,0.011,0.011,0.011,0.011,0.011,0.009,0.007,0.008,0.009,0.005,0.009,0.005,0.005,0.014,0.014,0.014,0.015,0.012,0.014,0.019,0.012
45590,12:39:50,-15.2577915,5.2565915,1106.8,0,1.107,0.438,0.413,0.341,0.324,0.295,0.275,0.266,0.266,0.253,0.216,0.204,0.18,0.175,0.189,0.132,0.105,0.066,0.071,0.066,0.06,0.06,0.032,0.018,0.014,0.024,0.021,0.018,0.013,0.014,0.013,0.013,0.014,0.011,0.009,0.011,0.01,0.007,0.01,0.006,0.006,0.017,0.013,0.013,0.012,0.012,0.02,0.013,0.017
45591,12:39:51,-15.2585231,5.2573231,1104.9,0,1.107,0.44,0.413,0.34,0.323,0.294,0.275,0.266,0.266,0.253,0.216,0.203,0.181,0.174,0.188,0.133,0.103,0.066,0.069,0.065,0.059,0.058,0.037,0.019,0.017,0.023,0.021,0.016,0.011,0.011,0.011,0.012,0.012,0.01,0.008,0.008,0.009,0.005,0.01,0.005,0.006,0.013,0.013,0.014,0.012,0.014,0.011,0.009,0.024
45592,12:39:52,-15.2592438,5.2580438,1102.2,0,1.107,0.438,0.413,0.34,0.323,0.294,0.276,0.267,0.266,0.253,0.216,0.204,0.18,0.176,0.188,0.132,0.104,0.068,0.07,0.067,0.06,0.06,0.034,0.017,0.025,0.021,0.02,0.015,0.01,0.011,0.011,0.011,0.011,0.009,0.007,0.008,0.008,0.005,0.009,0.004,0.005,0.016,0.014,0.013,0.012,0.014,0.014,0.009,0.014
45593,12:39:53,-15.2606497,5.2594497,1097.8,0,1.108,0.436,0.413,0.34,0.324,0.294,0.275,0.267,0.266,0.253,0.215,0.203,0.18,0.174,0.188,0.133,0.103,0.066,0.069,0.067,0.061,0.059,0.033,0.017,0.024,0.021,0.02,0.015,0.01,0.011,0.011,0.011,0.011,0.009,0.007,0.008,0.008,0.005,0.009,0.004,0.005,0.016,0.014,0.013,0.012,0.013,0.013,0.008,0.014
45594,12:39:54,-15.2614975,5.2602975,1095.5,0,1.108,0.44,0.417,0.343,0.327,0.297,0.277,0.269,0.269,0.255,0.218,0.205,0.182,0.176,0.19,0.134,0.105,0.067,0.072,0.065,0.062,0.064,0.033,0.012,0.016,0.021,0.021,0.015,0.01,0.011,0.011,0.011,0.011,0.01,0.008,0.008,0.008,0.005,0.009,0.007,0.005,0.014,0.013,0.013,0.015,0.012,0.028,0.007,0.021
45595,12:39:55,-15.2622915,5.2610258,1093,0,1.108,0.439,0.415,0.344,0.327,0.297,0.278,0.27,0.269,0.256,0.219,0.206,0.183,0.177,0.19,0.133,0.104,0.067,0.071,0.066,0.06,0.06,0.038,0.018,0.023,0.026,0.025,0.019,0.014,0.015,0.016,0.015,0.014,0.013,0.01,0.011,0.012,0.01,0.011,0.007,0.007,0.014,0.015,0.013,0.014,0.012,0.012,0.01,0.013
45596,12:39:56,-15.2630575,5.2617575,1090.9,0,1.108,0.44,0.414,0.342,0.326,0.296,0.278,0.269,0.268,0.255,0.217,0.205,0.181,0.177,0.19,0.135,0.106,0.07,0.07,0.068,0.061,0.062,0.034,0.016,0.026,0.024,0.022,0.019,0.014,0.014,0.014,0.014,0.015,0.014,0.012,0.011,0.011,0.01,0.012,0.01,0.011,0.021,0.013,0.014,0.013,0.013,0.02,0.012,0.022
45597,12:39:57,-15.2637834,5.2625314,1088.6,0,1.108,0.44,0.414,0.342,0.326,0.296,0.278,0.269,0.268,0.255,0.217,0.205,0.181,0.177,0.19,0.135,0.106,0.07,0.07,0.068,0.061,0.062,0.034,0.016,0.026,0.024,0.022,0.019,0.014,0.014,0.014,0.014,0.015,0.014,0.012,0.011,0.011,0.01,0.012,0.01,0.011,0.021,0.013,0.014,0.013,0.013,0.02,0.012,0.022
45598,12:39:58,-15.2645089,5.2633089,1085.8,0,1.108,0.439,0.418,0.344,0.327,0.297,0.278,0.27,0.269,0.256,0.218,0.207,0.183,0.177,0.19,0.135,0.106,0.068,0.071,0.068,0.062,0.061,0.037,0.017,0.022,0.022,0.021,0.015,0.011,0.012,0.011,0.012,0.011,0.01,0.007,0.009,0.009,0.005,0.009,0.004,0.005,0.015,0.014,0.013,0.012,0.012,0.011,0.017,0.012
45599,12:39:59,-15.2652406,5.2640406,1083.4,0,1.108,0.44,0.417,0.345,0.328,0.298,0.28,0.27,0.27,0.257,0.218,0.207,0.183,0.178,0.191,0.135,0.104,0.069,0.071,0.069,0.061,0.06,0.037,0.022,0.026,0.022,0.022,0.017,0.013,0.013,0.013,0.013,0.013,0.01,0.01,0.01,0.012,0.007,0.01,0.007,0.006,0.013,0.014,0.014,0.013,0.014,0.012,0.028,0.013
45600,12:40:00,-15.2659694,5.2647694,1081.6,0,1.108,0.446,0.42,0.345,0.328,0.3,0.28,0.271,0.271,0.258,0.22,0.208,0.184,0.177,0.191,0.135,0.107,0.07,0.071,0.069,0.063,0.062,0.036,0.021,0.025,0.022,0.021,0.016,0.011,0.011,0.012,0.011,0.011,0.01,0.008,0.009,0.008,0.007,0.009,0.005,0.006,0.018,0.013,0.013,0.012,0.012,0.013,0.008,0.012
45601,12:40:01,-15.2666915,5.2654915,1079.8,0,1.108,0.446,0.42,0.347,0.33,0.3,0.281,0.272,0.271,0.258,0.221,0.208,0.184,0.179,0.192,0.136,0.107,0.069,0.072,0.069,0.062,0.062,0.038,0.018,0.023,0.022,0.021,0.016,0.012,0.012,0.013,0.013,0.013,0.011,0.009,0.01,0.01,0.007,0.01,0.007,0.009,0.013,0.013,0.013,0.012,0.013,0.012,0.023,0.015
45602,12:40:02,-15.2674231,5.2662231,1077.9,0,1.108,0.443,0.421,0.347,0.33,0.3,0.28,0.272,0.271,0.258,0.22,0.208,0.185,0.178,0.193,0.136,0.106,0.068,0.072,0.068,0.061,0.064,0.038,0.019,0.022,0.024,0.022,0.02,0.014,0.015,0.014,0.014,0.015,0.014,0.01,0.012,0.012,0.009,0.011,0.008,0.007,0.019,0.013,0.013,0.012,0.012,0.016,0.007,0.013
45603,12:40:03,-15.2681438,5.2669438,1075.2,0,1.108,0.45,0.422,0.348,0.331,0.302,0.282,0.274,0.273,0.261,0.222,0.209,0.185,0.181,0.194,0.137,0.107,0.069,0.072,0.07,0.062,0.062,0.037,0.024,0.023,0.021,0.02,0.015,0.01,0.011,0.011,0.011,0.011,0.009,0.007,0.008,0.008,0.006,0.009,0.004,0.005,0.018,0.013,0.013,0.012,0.012,0.015,0.016,0.012
